frequency_hz,frequency_ghz,S21_model_real,S21_model_imag,S21_model_mag
5808000000.0,5.808,-0.1074196864409102,0.07874683544640707,0.1331917907676257
5810000000.0,5.81,-0.10679943811302398,0.07859032143385317,0.1325992405873201
5812000000.0,5.812,-0.1061857700177969,0.07843431640637924,0.13201272569115627
5814000000.0,5.814,-0.10557857980784036,0.07827883182428017,0.13143215750346052
5816000000.0,5.816,-0.10497776716942285,0.07812387852058313,0.1308574491382756
5818000000.0,5.818,-0.10438323377408429,0.07796946672657855,0.13028851536018887
5820000000.0,5.82,-0.10379488323156251,0.07781560609630594,0.1297252725462126
5822000000.0,5.822,-0.10321262104399782,0.07766230573004136,0.12916763864868908
5824000000.0,5.824,-0.10263635456137155,0.07750957419682787,0.12861553315918392
5826000000.000001,5.8260000000000005,-0.1020659929381487,0.0773574195560921,0.12806887707334472
5828000000.0,5.828,-0.1015014470910857,0.0772058493783847,0.12752759285669238
5830000000.0,5.83,-0.10094262965816575,0.07705487076528217,0.12699160441131507
5831999999.999999,5.831999999999999,-0.10038945495863472,0.07690449036848637,0.12646083704344344
5834000000.000001,5.8340000000000005,-0.09984183895409995,0.07675471440815566,0.12593521743187633
5836000000.0,5.836,-0.09929969921066435,0.07660554869049996,0.1254146735972349
5837999999.999999,5.837999999999999,-0.09876295486206052,0.0764569986246704,0.12489913487201686
5840000000.000001,5.840000000000001,-0.09823152657375966,0.07630906923897379,0.12438853187142995
5842000000.0,5.842,-0.09770533650802998,0.07616176519644166,0.12388279646498658
5843999999.999999,5.843999999999999,-0.09718430828990392,0.0760150908097766,0.12338186174882299
5845999999.999999,5.845999999999999,-0.09666836697404181,0.07586905005570654,0.12288566201873725
5848000000.0,5.848,-0.0961574390124615,0.0757236465887698,0.1223941327439194
5850000000.0,5.85,-0.09565145222310295,0.07557888375455314,0.12190721054134905
5851999999.999999,5.851999999999999,-0.0951503357592107,0.07543476460240753,0.12142483315084754
5854000000.0,5.854,-0.09465402007950643,0.07529129189766151,0.12094693941076176
5856000000.0,5.856,-0.09416243691913585,0.07514846813335549,0.12047346923426827
5858000000.0,5.858,-0.09367551926135297,0.07500629554151185,0.12000436358626602
5859999999.999999,5.859999999999999,-0.0931932013099376,0.07486477610396497,0.1195395644608569
5862000000.0,5.862,-0.0927154184623138,0.07472391156276594,0.11907901485938664
5864000000.0,5.864,-0.0922421072833542,0.07458370343018042,0.11862265876903508
5866000000.0,5.866,-0.09177320547984702,0.07444415299829542,0.11817044114193634
5868000000.0,5.868,-0.09130865187561127,0.07430526134825167,0.1177223078748185
5870000000.0,5.87,-0.09084838638723956,0.07416702935911662,0.11727820578914584
5872000000.0,5.872,-0.09039235000044848,0.07402945771641108,0.11683808261174725
5874000000.0,5.874,-0.08994048474702428,0.07389254692030556,0.11640188695592209
5876000000.0,5.876,-0.08949273368234291,0.073756297293498,0.11596956830300616
5878000000.0,5.878,-0.08904904086345167,0.07362070898878635,0.1155410769843879
5880000000.0,5.88,-0.08860935132769214,0.07348578199634723,0.11511636416395822
5882000000.000001,5.882000000000001,-0.08817361107185454,0.07335151615073354,0.11469538182098699
5884000000.0,5.884,-0.0877417670318464,0.07321791113760188,0.11427808273341207
5886000000.0,5.886,-0.08731376706285857,0.07308496650017907,0.11386442046152706
5887999999.999999,5.887999999999999,-0.08688955992002029,0.0729526816454801,0.11345434933206203
5890000000.000001,5.890000000000001,-0.08646909523952494,0.07282105585028606,0.11304782442264211
5891999999.999999,5.8919999999999995,-0.08605232352021758,0.07269008826689177,0.11264480154661691
5893999999.999999,5.893999999999999,-0.08563919610562536,0.07255977792863144,0.11224523723824574
5896000000.000001,5.896000000000001,-0.08522966516642752,0.07243012375519269,0.11184908873823637
5898000000.0,5.898,-0.08482368368334671,0.07230112455772583,0.11145631397962273
5899999999.999999,5.8999999999999995,-0.08442120543044851,0.0721727790437558,0.11106687157397019
5901999999.999999,5.901999999999999,-0.08402218495884448,0.07204508582190602,0.11068072079790624
5904000000.0,5.904,-0.0836265775807851,0.07191804340644126,0.1102978215799652
5906000000.0,5.906,-0.08323433935412869,0.0717916502216345,0.10991813448773488
5907999999.999999,5.9079999999999995,-0.08284542706718012,0.07166590460596708,0.10954162071530178
5910000000.0,5.91,-0.08245979822388748,0.07154080481616651,0.10916824207098451
5912000000.0,5.912,-0.08207741102939149,0.07141634903109065,0.10879796096535192
5914000000.0,5.914,-0.08169822437590794,0.07129253535546047,0.1084307403995093
5915999999.999999,5.9159999999999995,-0.08132219782894647,0.07116936182345081,0.10806654395365645
5918000000.0,5.918,-0.08094929161384838,0.0710468264021424,0.10770533577590306
5920000000.0,5.92,-0.08057946660263929,0.07092492699484117,0.10734708057133835
5922000000.0,5.922,-0.08021268430118472,0.07080366144426935,0.10699174359134558
5924000000.0,5.924,-0.07984890683664442,0.07068302753563385,0.10663929062315772
5926000000.0,5.926,-0.0794880969452159,0.07056302299957644,0.10628968797964738
5928000000.0,5.928,-0.07913021796015755,0.07044364551500931,0.10594290248934249
5930000000.0,5.93,-0.07877523380008818,0.07032489271184157,0.10559890148666595
5932000000.0,5.932,-0.07842310895755203,0.07020676217359999,0.10525765280239013
5934000000.0,5.934,-0.07807380848784545,0.07008925143994824,0.10491912475430328
5936000000.0,5.936,-0.07772729799809454,0.06997235800910788,0.10458328613807923
5938000000.000001,5.938000000000001,-0.07738354363658147,0.06985607934018559,0.1042501062183488
5940000000.0,5.94,-0.07704251208231133,0.06974041285540991,0.1039195547199665
5942000000.0,5.942,-0.076704170534811,0.0696253559422797,0.10359160181946464
5943999999.999999,5.943999999999999,-0.07636848670415859,0.06951090595562945,0.10326621813669565
5946000000.000001,5.946000000000001,-0.07603542880123385,0.06939706021961319,0.1029433747266531
5947999999.999999,5.947999999999999,-0.07570496552818633,0.06928381602961048,0.10262304307147002
5949999999.999999,5.949999999999999,-0.07537706606911215,0.06917117065405659,0.10230519507258622
5952000000.000001,5.952000000000001,-0.07505170008093988,0.06905912133620133,0.10198980304308626
5954000000.0,5.954,-0.07472883768451574,0.0689476652957976,0.10167683970019933
5955999999.999999,5.955999999999999,-0.07440844945588206,0.06883679973072215,0.10136627815795599
5957999999.999999,5.957999999999999,-0.07409050641774852,0.06872652181853199,0.10105809192000206
5960000000.0,5.96,-0.07377498003115013,0.06861682871795892,0.10075225487256508
5962000000.0,5.962,-0.07346184218728345,0.06850771757034285,0.10044874127756506
5964000000.0,5.964,-0.07315106519952057,0.0683991855010074,0.10014752576587067
5966000000.0,5.966,-0.07284262179559564,0.06829122962057978,0.09984858333069598
5968000000.0,5.968,-0.07253648510995933,0.06818384702625666,0.09955188932113404
5970000000.0,5.97,-0.07223262867629549,0.0680770348030175,0.09925741943582272
5972000000.0,5.972,-0.07193102642019865,0.06797079002478829,0.09896514971674207
5974000000.0,5.974,-0.07163165265200692,0.06786510975555647,0.09867505654313807
5976000000.0,5.976,-0.07133448205978693,0.06775999105043953,0.098387116625571
5978000000.0,5.978,-0.07103948970246532,0.06765543095670791,0.09810130700008307
5980000000.0,5.98,-0.07074665100310626,0.06755142651476476,0.09781760502248549
5982000000.0,5.982,-0.07045594174232969,0.06744797475908404,0.09753598836276071
5984000000.0,5.984,-0.07016733805186526,0.06734507271910731,0.09725643499957516
5986000000.0,5.986,-0.06988081640824216,0.0672427174201018,0.0969789232149033
5988000000.0,5.988,-0.06959635362660858,0.06714090588398074,0.09670343158875756
5990000000.0,5.99,-0.0693139268546796,0.06703963513008718,0.09642993899402348
5992000000.0,5.992,-0.06903351356680788,0.06693890217594199,0.0961584245913949
5994000000.000001,5.994000000000001,-0.06875509155817727,0.06683870403795832,0.09588886782440977
5996000000.0,5.996,-0.06847863893911482,0.0667390377321231,0.09562124841458305
5997999999.999999,5.997999999999999,-0.06820413412951686,0.06663990027464606,0.09535554635663254
5999999999.999999,5.999999999999999,-0.0679315558533887,0.0665412886825784,0.09509174191379767
6002000000.000001,6.002000000000001,-0.06766088313349558,0.06644319997440173,0.09482981561324942
6004000000.0,6.004,-0.06739209528611888,0.06634563117058787,0.09456974824158625
6005999999.999999,6.005999999999999,-0.06712517191591773,0.06624857929413028,0.09431152084041576
6008000000.0,6.008,-0.06686009291089269,0.0661520413710491,0.0940551147020203
6010000000.0,6.01,-0.06659683843745139,0.06605601443087024,0.09380051136510578
6012000000.0,6.012,-0.06633538893556686,0.06596049550707736,0.09354769261062562
6013999999.999999,6.013999999999999,-0.066075725114035,0.06586548163754112,0.09329664045768626
