fr_hz,fr_ghz,Ql,bw_hz,bw_mhz,role
5435723197.565479,5.435723197565479,37.67944060748247,144262311.4868123,144.26231148681228,Purcell filter
6332947909.044965,6.3329479090449645,104900.08991980282,60371.23432293116,0.06037123432293116,Readout resonator
